run_id,model_name,quantization_artifact,quantization_dtype,quantization_granularity,quantization_method,metric_name,metric_value,artifact_path,calibration_dataset,num_calibration_samples
22f7c43add,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match,flexible-extract",0.9,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/22f7c43add/model,HuggingFaceH4/ultrachat_200k,200
22f7c43add,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match_stderr,flexible-extract",0.09999999999999999,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/22f7c43add/model,HuggingFaceH4/ultrachat_200k,200
56a548af2b,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match,strict-match",0.5,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/56a548af2b/model,none,0
56a548af2b,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match_stderr,strict-match",0.16666666666666666,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/56a548af2b/model,none,0
56a548af2b,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match,flexible-extract",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/56a548af2b/model,none,0
56a548af2b,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match_stderr,flexible-extract",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/56a548af2b/model,none,0
7521a37cd3,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/7521a37cd3/model,HuggingFaceH4/ultrachat_200k,200
7521a37cd3,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match_stderr,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/7521a37cd3/model,HuggingFaceH4/ultrachat_200k,200
7521a37cd3,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match,flexible-extract",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/7521a37cd3/model,HuggingFaceH4/ultrachat_200k,200
7521a37cd3,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match_stderr,flexible-extract",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/7521a37cd3/model,HuggingFaceH4/ultrachat_200k,200
6a9b9eba5b,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match,strict-match",0.3,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/6a9b9eba5b/model,none,0
6a9b9eba5b,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match_stderr,strict-match",0.15275252316519466,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/6a9b9eba5b/model,none,0
6a9b9eba5b,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match,flexible-extract",0.7,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/6a9b9eba5b/model,none,0
6a9b9eba5b,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match_stderr,flexible-extract",0.15275252316519466,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/6a9b9eba5b/model,none,0
a4583c303f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"exact_match,strict-match",0.4,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a4583c303f/model,none,0
a4583c303f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"exact_match_stderr,strict-match",0.16329931618554522,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a4583c303f/model,none,0
a4583c303f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"exact_match,flexible-extract",0.8,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a4583c303f/model,none,0
a4583c303f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"exact_match_stderr,flexible-extract",0.13333333333333333,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a4583c303f/model,none,0
e8fd400e60,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match,strict-match",0.2,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8fd400e60/model,none,0
e8fd400e60,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match_stderr,strict-match",0.13333333333333333,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8fd400e60/model,none,0
e8fd400e60,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match,flexible-extract",0.6,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8fd400e60/model,none,0
e8fd400e60,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match_stderr,flexible-extract",0.1632993161855452,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8fd400e60/model,none,0
a84ae91456,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match,strict-match",0.4,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a84ae91456/model,none,0
a84ae91456,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match_stderr,strict-match",0.16329931618554522,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a84ae91456/model,none,0
a84ae91456,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match,flexible-extract",0.9,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a84ae91456/model,none,0
a84ae91456,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match_stderr,flexible-extract",0.09999999999999999,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a84ae91456/model,none,0
0aadee2984,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match,strict-match",0.7,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/0aadee2984/model,HuggingFaceH4/ultrachat_200k,200
0aadee2984,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match_stderr,strict-match",0.15275252316519466,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/0aadee2984/model,HuggingFaceH4/ultrachat_200k,200
0aadee2984,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match,flexible-extract",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/0aadee2984/model,HuggingFaceH4/ultrachat_200k,200
0aadee2984,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match_stderr,flexible-extract",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/0aadee2984/model,HuggingFaceH4/ultrachat_200k,200
c9a784c317,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/c9a784c317/model,HuggingFaceH4/ultrachat_200k,200
c9a784c317,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match_stderr,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/c9a784c317/model,HuggingFaceH4/ultrachat_200k,200
c9a784c317,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match,flexible-extract",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/c9a784c317/model,HuggingFaceH4/ultrachat_200k,200
c9a784c317,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match_stderr,flexible-extract",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/c9a784c317/model,HuggingFaceH4/ultrachat_200k,200
a1ceb97143,Qwen/Qwen3-4B,none,none,none,baseline,"exact_match,strict-match",0.0,Qwen/Qwen3-4B,none,0
a1ceb97143,Qwen/Qwen3-4B,none,none,none,baseline,"exact_match,flexible-extract",1.0,Qwen/Qwen3-4B,none,0
e74325883c,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match,strict-match",0.3,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e74325883c/model,none,0
e74325883c,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match_stderr,strict-match",0.15275252316519466,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e74325883c/model,none,0
e74325883c,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match,flexible-extract",0.7,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e74325883c/model,none,0
e74325883c,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"exact_match_stderr,flexible-extract",0.15275252316519466,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e74325883c/model,none,0
9406ff4fae,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"exact_match,strict-match",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/9406ff4fae/model,none,0
9406ff4fae,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"exact_match,flexible-extract",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/9406ff4fae/model,none,0
28f842f834,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match,strict-match",0.4,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/28f842f834/model,none,0
28f842f834,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match_stderr,strict-match",0.16329931618554522,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/28f842f834/model,none,0
28f842f834,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match,flexible-extract",0.7,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/28f842f834/model,none,0
28f842f834,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"exact_match_stderr,flexible-extract",0.15275252316519466,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/28f842f834/model,none,0
383273847f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match,strict-match",0.6,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/383273847f/model,HuggingFaceH4/ultrachat_200k,200
383273847f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match_stderr,strict-match",0.1632993161855452,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/383273847f/model,HuggingFaceH4/ultrachat_200k,200
383273847f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match,flexible-extract",0.9,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/383273847f/model,HuggingFaceH4/ultrachat_200k,200
383273847f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match_stderr,flexible-extract",0.09999999999999999,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/383273847f/model,HuggingFaceH4/ultrachat_200k,200
71817c179a,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/71817c179a/model,HuggingFaceH4/ultrachat_200k,200
71817c179a,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match_stderr,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/71817c179a/model,HuggingFaceH4/ultrachat_200k,200
71817c179a,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match,flexible-extract",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/71817c179a/model,HuggingFaceH4/ultrachat_200k,200
71817c179a,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"exact_match_stderr,flexible-extract",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/71817c179a/model,HuggingFaceH4/ultrachat_200k,200
c6fb9c3fcf,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,smoothquant,"exact_match,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/smoothquant/c6fb9c3fcf/model,HuggingFaceH4/ultrachat_200k,256
c6fb9c3fcf,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,smoothquant,"exact_match_stderr,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/smoothquant/c6fb9c3fcf/model,HuggingFaceH4/ultrachat_200k,256
c6fb9c3fcf,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,smoothquant,"exact_match,flexible-extract",0.5,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/smoothquant/c6fb9c3fcf/model,HuggingFaceH4/ultrachat_200k,256
c6fb9c3fcf,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,smoothquant,"exact_match_stderr,flexible-extract",0.5,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/smoothquant/c6fb9c3fcf/model,HuggingFaceH4/ultrachat_200k,256
d7e2456df1,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,smoothquant,"exact_match,strict-match",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/smoothquant/d7e2456df1/model,HuggingFaceH4/ultrachat_200k,256
d7e2456df1,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,smoothquant,"exact_match_stderr,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/smoothquant/d7e2456df1/model,HuggingFaceH4/ultrachat_200k,256
d7e2456df1,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,smoothquant,"exact_match,flexible-extract",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/smoothquant/d7e2456df1/model,HuggingFaceH4/ultrachat_200k,256
d7e2456df1,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,smoothquant,"exact_match_stderr,flexible-extract",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/smoothquant/d7e2456df1/model,HuggingFaceH4/ultrachat_200k,256
665350b60d,Qwen/Qwen3-4B,weights,weights:int8,weights:channel,awq,"exact_match,strict-match",0.5,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/awq/665350b60d/model,HuggingFaceH4/ultrachat_200k,256
665350b60d,Qwen/Qwen3-4B,weights,weights:int8,weights:channel,awq,"exact_match_stderr,strict-match",0.5,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/awq/665350b60d/model,HuggingFaceH4/ultrachat_200k,256
665350b60d,Qwen/Qwen3-4B,weights,weights:int8,weights:channel,awq,"exact_match,flexible-extract",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/awq/665350b60d/model,HuggingFaceH4/ultrachat_200k,256
665350b60d,Qwen/Qwen3-4B,weights,weights:int8,weights:channel,awq,"exact_match_stderr,flexible-extract",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/awq/665350b60d/model,HuggingFaceH4/ultrachat_200k,256
6d4cbf3646,Qwen/Qwen3-4B,weights,weights:int8,weights:channel,gptq,"exact_match,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/gptq/6d4cbf3646/model,HuggingFaceH4/ultrachat_200k,256
6d4cbf3646,Qwen/Qwen3-4B,weights,weights:int8,weights:channel,gptq,"exact_match_stderr,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/gptq/6d4cbf3646/model,HuggingFaceH4/ultrachat_200k,256
6d4cbf3646,Qwen/Qwen3-4B,weights,weights:int8,weights:channel,gptq,"exact_match,flexible-extract",0.5,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/gptq/6d4cbf3646/model,HuggingFaceH4/ultrachat_200k,256
6d4cbf3646,Qwen/Qwen3-4B,weights,weights:int8,weights:channel,gptq,"exact_match_stderr,flexible-extract",0.5,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/gptq/6d4cbf3646/model,HuggingFaceH4/ultrachat_200k,256
e8feeb4318,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"exact_match,strict-match",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8feeb4318/model,none,0
e8feeb4318,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"exact_match,flexible-extract",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8feeb4318/model,none,0
eb8f7bb6b2,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match,strict-match",0.8,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/eb8f7bb6b2/model,HuggingFaceH4/ultrachat_200k,200
eb8f7bb6b2,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match_stderr,strict-match",0.13333333333333333,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/eb8f7bb6b2/model,HuggingFaceH4/ultrachat_200k,200
eb8f7bb6b2,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match,flexible-extract",0.9,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/eb8f7bb6b2/model,HuggingFaceH4/ultrachat_200k,200
eb8f7bb6b2,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"exact_match_stderr,flexible-extract",0.09999999999999999,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/eb8f7bb6b2/model,HuggingFaceH4/ultrachat_200k,200
4cb5cfb236,Qwen/Qwen3-4B,weights+activations+kv_cache,weights:fp8+activations:fp8+kv_cache:fp8,weights:channel+activations:token+kv_cache:tensor,dynamic,"exact_match,strict-match",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/4cb5cfb236/model,none,0
4cb5cfb236,Qwen/Qwen3-4B,weights+activations+kv_cache,weights:fp8+activations:fp8+kv_cache:fp8,weights:channel+activations:token+kv_cache:tensor,dynamic,"exact_match,flexible-extract",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/4cb5cfb236/model,none,0
905dacb68e,Qwen/Qwen3-4B,weights+activations+attention+kv_cache,weights:fp8+activations:fp8+attention:fp8+kv_cache:fp8,weights:channel+activations:tensor+attention:tensor+kv_cache:tensor,static,"exact_match,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/905dacb68e/model,HuggingFaceH4/ultrachat_200k,8
905dacb68e,Qwen/Qwen3-4B,weights+activations+attention+kv_cache,weights:fp8+activations:fp8+attention:fp8+kv_cache:fp8,weights:channel+activations:tensor+attention:tensor+kv_cache:tensor,static,"exact_match,flexible-extract",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/905dacb68e/model,HuggingFaceH4/ultrachat_200k,8
d2d17f88a6,Qwen/Qwen3-4B,weights+activations+kv_cache,weights:fp8+activations:fp8+kv_cache:fp8,weights:channel+activations:token+kv_cache:tensor,dynamic,"exact_match,strict-match",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/d2d17f88a6/model,none,0
d2d17f88a6,Qwen/Qwen3-4B,weights+activations+kv_cache,weights:fp8+activations:fp8+kv_cache:fp8,weights:channel+activations:token+kv_cache:tensor,dynamic,"exact_match,flexible-extract",1.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/d2d17f88a6/model,none,0
e50f60b86a,Qwen/Qwen3-4B,weights+activations+attention+kv_cache,weights:fp8+activations:fp8+attention:fp8+kv_cache:fp8,weights:channel+activations:tensor+attention:tensor+kv_cache:tensor,static,"exact_match,strict-match",0.0,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/e50f60b86a/model,HuggingFaceH4/ultrachat_200k,8
